Inv. Nr.,Stadtmuseum ID,Link,Inv.-Nr.,Bild,Titel,Maße,Höhe,Breite,Tiefe,Unit,Material,Material Wikidata ID,Datierung in mya,Erdzeitalter,Erdzeitalter Wikidata ID,Herkunft,Herkunft Koordinate,Herkunft Wikidata ID,Herkunft Geoname ID,Fundort,Fundort Koordinate,Fundort Wikidata ID,Fundort Geoname ID,Kommentar,
SM 2012-2832 1-2,429846,https://sammlung-online.stadtmuseum.de/index.html?objektid=429846,SM-2012-2832-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2832-1-2.jpg,Schröteri-Kalk,"H: 5,20 cm, B: 10,30 cm, T: 7,70 cm","5,2","10,3","7,7",cm,Kalkstein,Q23757,460,Ordovizium,Q62100,Öland oder Öster- und Västergötland,"57.938073, 13.980455",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Schröteri-Kalk ist ein Geschiebe aus Öland, Öster- und Västergötland. Sein Alter beträgt etwa 460 Millionen Jahre (mittleres Ordovizium, Llanvirn). Es handelt sich um eine Variante des Oberen Grauen Orthocerenkalkes mit Fragmenten des namengebenden Trilobiten Illaenus schröteri. Die Kalke sind graugrün bis blaugrau, splittrig brechend und verwittern gelblich.",9
SM 2012-2834,429848,https://sammlung-online.stadtmuseum.de/index.html?objektid=429848,SM-2012-2834,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2834.jpg,Schwarzer Orthocerenkalk,"H: 5,00 cm, B: 12,00 cm, T: 10,60 cm",5,12,"10,6",cm,Kalkstein,Q23757,470,Ordovizium,Q62100,Bornholm oder Schonen,"55.403528, 14.554462",,,Kiesgrube Weitendorf bei Sternberg,"53.710958, 11.762644",,,"Der Schwarze Orthocerenkalk ist ein Geschiebe von Bornholm und Schonen. Sein Alter beträgt 470 Millionen Jahre (mittleres Ordovizium, Llanvirn). Es handelt sich um einen feinkörnigen, schwarzen bis dunkelgrauen, fossilarmen Kalk. Der Kalk entstand zeitgleich zu den roten und grauen Orthocerenkalken in einer tieferen und sauerstoffarmen Meeressenke im Bereich der Tornquist-Linie.",9
SM 2012-2835,429849,https://sammlung-online.stadtmuseum.de/index.html?objektid=429849,SM-2012-2835,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2835.jpg,Schwarzer Orthocerenkalk,"H: 3,50 cm, B: 19,30 cm, T: 11,40 cm","3,5","19,3","11,4",cm,Kalkstein,Q23757,470,Ordovizium,Q62100,Bornholm oder Schonen,"55.403528, 14.554462",,,Kiesgrube Weitendorf bei Sternberg,"53.710990, 11.762319",,,"Der Schwarze Orthocerenkalk ist ein Geschiebe von Bornholm und Schonen. Sein Alter beträgt 470 Millionen Jahre (mittleres Ordovizium, Llanvirn). Es handelt sich um einen feinkörnigen, schwarzen bis dunkelgrauen, fossilarmen Kalk. Der Kalk entstand zeitgleich zu den Roten und Grauen Orthocerenkalken in einer tieferen und sauerstoffarmen Meeressenke im Bereich der Tornquist-Linie.",9
SM 2012-2836 1-2,429850,https://sammlung-online.stadtmuseum.de/index.html?objektid=429850,SM-2012-2836-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2836-1-2.jpg,Schwarzer Orthocerenkalk,"H: 3,90 cm, B: 8,00 cm, T: 5,10 cm","3,9",8,"5,1",cm,Kalkstein,Q23757,470,Ordovizium,Q62100,Bornholm oder Schonen,"55.403528, 14.554462",,,Kiesgrube Basedow bei Malchin,"53.672106, 12.686550",,,"Der Schwarze Orthocerenkalk ist ein Geschiebe von Bornholm und Schonen. Sein Alter beträgt 470 Millionen Jahre (mittleres Ordovizium, Llanvirn). Es handelt sich um einen feinkörnigen, schwarzen bis dunkelgrauen, fossilarmen Kalk. Der Kalk entstand zeitgleich zu den roten und grauen Orthocerenkalken in einer tieferen und sauerstoffarmen Meeressenke im Bereich der Tornquist-Linie.",9
SM 2012-2837,429852,https://sammlung-online.stadtmuseum.de/index.html?objektid=429852,SM-2012-2837,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2837.jpg,Unterer Grauer Orthocerenkalk,"H: 2,80 cm, B: 8,70 cm, T: 8,40 cm","2,8","8,7","8,4",cm,Kalkstein,Q23757,475,Ordovizium,Q62100,Estland,,Q191,453733,Kiesgrube Basedow bei Malchin,"53.672106, 12.686550",,,"Der Untere Graue Orthocerenkalk ist ein Geschiebe aus Öland, Süd- und Mittelschweden und Estland. Sein Alter beträgt 475 Millionen Jahre (unteres Ordovizium, Arenig). Es handelt sich um einen dichten, harten, splittrig brechenden, dunkelgrauen, fossilarmen Kalk. Das vorliegende Stück weist zahlreiche Eisen-Ooide auf. Es könnte daher aus der Linsenschicht von Estland stammen.",9
SM 2012-2839,429855,https://sammlung-online.stadtmuseum.de/index.html?objektid=429855,SM-2012-2839,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2839.jpg,Echinosphäriten-Kalk,"H: 5,80 cm, B: 20,10 cm, T: 16,10 cm","5,8","20,1","16,1",cm,Kalkstein,Q23757,455,Ordovizium,Q62100,Baltikum,,Q39731,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Echinosphäriten-Kalk ist ein Geschiebe aus Schweden (Västergötland bis ins östliche Schweden) und dem Baltikum. Sein Alter beträgt 455 Millionen Jahre (oberes Ordovizium, Caradoc). Im oberen Teil des Oberen Grauen Orthocerenkalkes kam es zeitweise zu einer Massenentwicklung des Beutelstrahlers Echinosphäritum aurantium, der hier ohne Stiel in spätigem Kalk eingebettet ist. Die hohlen Gehäuse wurden von Kalzitkristallen radiär-symmetrisch von außen nach innen gefüllt. Bei einigen Exemplaren blieb ein Hohlraum bestehen. Derartige Anreicherungen von Cystoideen kommen sowohl im Baltikum als auch in Schweden vor. Dieses Stück stammt vermutlich aus dem Baltikum, da die entsprechenden Kalke in Schweden meist weniger grob sind.",9
SM 2012-2840,429856,https://sammlung-online.stadtmuseum.de/index.html?objektid=429856,SM-2012-2840,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2840_MichaelSetzpfandt.jpg,Echinosphäriten-Kalk,"H: 6,00 cm, B: 13,20 cm, T: 9,10 cm",6,"13,2","9,1",cm,Kalkstein,Q23757,455,Ordovizium,Q62100,Västergötland bis östliches Schweden,"57.708293, 14.240426",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Echinosphäriten-Kalk ist ein Geschiebe aus Schweden (Västergötland bis ins östliche Schweden) und dem Baltikum. Sein Alter beträgt 455 Millionen Jahre (oberes Ordovizium, Caradoc). Im oberen Teil des Oberen Grauen Orthocerenkalkes kam es zeitweise zu einer Massenentwicklung des Beutelstrahlers Echinosphäritum aurantium, der hier in feinem, dichten Kalk eingebettet ist. Dadurch sind die Tiere nur an der abgerollten Oberfläche des Steines zu erkennen, im Inneren herrscht eine dichte Matrix vor. Derartige Anreicherungen von Cystoideen kommen sowohl im Baltikum als auch in Schweden vor. Dieses Stück dürfte aus Schweden stammen, denn die entsprechenden Kalke im Baltikum sind meist grob.",9
SM 2012-2841 1-2,429857,https://sammlung-online.stadtmuseum.de/index.html?objektid=429857,SM-2012-2841-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2841-1-2_MichaelSetzpfandt.jpg,Backsteinkalk mit Kalkalgen,"H: 1,70 cm, B: 8,00 cm, T: 6,70 cm","1,7",8,"6,7",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,"Kiesgrube Parey, Berlin-Spandau","52.546880, 13.166172",,,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Das vorliegende Stück enthält die Kalkalgen Coelosphäridium und Cyclocrinus.",9
SM 2012-2842,429858,https://sammlung-online.stadtmuseum.de/index.html?objektid=429858,SM-2012-2842,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2842.jpg,Backsteinkalk,"H: 7,20 cm, B: 15,80 cm, T: 11,60 cm","7,2","15,8","11,6",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Diese poröse Struktur und die häufige Quader-Form der Geschiebe haben seinen Namen geprägt. Das vorliegende Stück zeigt einen vollkommen frischen, unverwitterten Kern und eine dünne Verwitterungsrinde.",9
SM 2012-2843,429859,https://sammlung-online.stadtmuseum.de/index.html?objektid=429859,SM-2012-2843,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2843.jpg,Backsteinkalk mit Platystrophia lynx,"H: 8,80 cm, B: 11,60 cm, T: 8,90 cm","8,8","11,6","8,9",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,Kiesgrube in Brandenburg,,,2945356,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Diese poröse Struktur und die häufige Quader-Form der Geschiebe haben seinen Namen geprägt. Das vorliegende Stück zeigt eine verwitterte Rinde sowie einen frischen Kern und enthält die Brachiopode Platystrophia lynx.",9
SM 2012-2846 1-2,429862,https://sammlung-online.stadtmuseum.de/index.html?objektid=429862,SM-2012-2846-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2846-1-2.jpg,Backsteinkalk,"H: 3,70 cm, B: 6,50 cm, T: 6,30 cm","3,7","6,5","6,3",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,Rietzer Mühle bei Brandenburg,,,2846803,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Diese poröse Struktur und die häufige Quader-Form der Geschiebe haben seinen Namen geprägt. Das vorliegende Stück ist ein klassisches Exemplar mit backsteinförmiger Form, Rinde und Kern. Es enthält Ostracoden (Muschelkrebse).",9
SM 2012-2847,429863,https://sammlung-online.stadtmuseum.de/index.html?objektid=429863,SM-2012-2847,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2847.jpg,Backsteinkalk mit Receptaculites,"H: 3,80 cm, B: 12,40 cm, T: 6,90 cm","3,8","12,4","6,9",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Diese poröse Struktur und die häufige Quader-Form der Geschiebe haben seinen Namen geprägt. Das vorliegende Stück ist vollständig unverwittert und enthält ein Exemplar von Receptaculites. Die Verwandschaft dieses Fossils ist nach wie vor nicht geklärt. Es könnte sich um einen Schwamm oder eine Alge (bzw. Algenkolonie) handeln.",9
SM 2012-2849,429865,https://sammlung-online.stadtmuseum.de/index.html?objektid=429865,SM-2012-2849,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2849.jpg,Backsteinkalk mit Endoceras,"H: 4,40 cm, B: 13,30 cm, T: 9,00 cm","4,4","13,3",9,cm,Kalkstein,Q23757,458,Ordovizium,Q62100,mittlere Ostsee,"58.487894, 20.072175",,,"Klein Waabs, Eckernförder Bucht","54.532927, 9.987563",,,"Backsteinkalk ist ein Geschiebe aus dem Bereich der mittleren Ostsee. Anstehend ist er nicht bekannt. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen mit Kieselsäure imprägnierten Kalk, in dem kalkschalige Fossilien von der Oberfläche ausgehend verwittern und diese dadurch porös wird. Diese poröse Struktur und die häufige Quader-Form der Geschiebe haben seinen Namen geprägt. Das vorliegende Stück ist vollkommen unverwittert und enthält ein Endoceras-Fragment (Cephalopoda).",9
SM 2012-2852,429868,https://sammlung-online.stadtmuseum.de/index.html?objektid=429868,SM-2012-2852,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2852.jpg,Testudinaria-Kalk,"H: 6,70 cm, B: 12,90 cm, T: 9,10 cm","6,7","12,9","9,1",cm,Kalkstein,Q23757,458,Ordovizium,Q62100,Ostsee,,Q545,2633321,Kiesgrube in Brandenburg,,,2945356,"Der Testudinarien-Kalk ist ein Geschiebe unbekannter Herkunft. Sein Alter beträgt 458 Millionen Jahre (oberes Ordovizium, Caradoc). Der Kalk steht in seiner Fauna dem Macroura-Kalk nahe, ist aber etwas älter als dieser. Im Unterschied zum ähnlichen Orthocerenkalk tritt er in gerundeten Blöcken auf und nicht in Platten. Es handelt sich um fein- bis grobkristallinische, helle, feste Kalke, die stylolithische Absonderungsflächen zeigen und charakteristische Fossilien wie die namengebende Brachiopode Dalmanella testudinaria enthalten. Das vorliegende Stück beinhaltet zahlreiche Fossil-Fragmente (Brachiopoden, Trilobiten, Orthoceren, Bryozoen, Kalkalgen).",9
SM 2012-2853,429869,https://sammlung-online.stadtmuseum.de/index.html?objektid=429869,SM-2012-2853,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2853.jpg,Macroura-Kalk,"H: 7,10 cm, B: 13,20 cm, T: 8,10 cm","7,1","13,2","8,1",cm,Kalkstein,Q23757,450,Ordovizium,Q62100,Öland und angrenzender Ostseeraum,,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Macroura-Kalk ist ein Geschiebe aus dem Norden von Öland und dem angrenzenden Ostseeraum. Sein Alter beträgt 450 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um gerundete Blöcke eines grünlich-grauen, ungeschichteten Kalks mit charakteristischen rostbraunen Flecken. Häufig ist er von Wühlspuren durchsetzt. Meist enthält er viele Fossilien, darunter den namengebenden Trilobiten Toxochasmops macroura.",9
SM 2012-2854,429870,https://sammlung-online.stadtmuseum.de/index.html?objektid=429870,SM-2012-2854,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2854.jpg,Macroura-Kalk,"H: 4,30 cm, B: 13,70 cm, T: 9,90 cm","4,3","13,7","9,9",cm,Kalkstein,Q23757,450,Ordovizium,Q62100,Öland und angrenzender Ostseeraum,,Q239276,2687204,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Macroura-Kalk ist ein Geschiebe aus dem Norden von Öland und dem angrenzenden Ostseeraum. Sein Alter beträgt 450 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um gerundete Blöcke eines grünlich-grauen, ungeschichteten Kalks mit charakteristischen rostbraunen Flecken. Häufig ist er von Wühlspuren durchsetzt. Das vorliegende Stück enthält viele Fossilien sowie das Pygidium des namengebenden Trilobiten Toxochasmops macroura.",9
SM 2012-2855 1-2,429871,https://sammlung-online.stadtmuseum.de/index.html?objektid=429871,SM-2012-2855-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2855-1-2.jpg,Grauer Ostsee-Kalk,"H: 3,60 cm, B: 10,50 cm, T: 8,60 cm","3,6","10,5","8,6",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund südlich der Ålandinseln,"59.664326, 20.577140",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Graue Ostsee-Kalk ist ein Geschiebe aus dem Nordbaltikum, vermutlich vom Ostseegrund südlich der Ålandinseln. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, hefefarbenen Kalk, der hart, splittrig und ungeschichtet ist. Häufig enthält er mit glasklarem Kalkspat gefüllte Drusen. Der Kalk ist fossilarm, zeigt aber manchmal eine charakteristische Brachiopoden- und Trilobitenfauna. Selten ist der zweizeilige Graptolith Orthograptus gracilis eingebettet. Der zweizeilige Graptolith in diesem Stein wurde nicht bestimmt.","6,9"
SM 2012-2856,429872,https://sammlung-online.stadtmuseum.de/index.html?objektid=429872,SM-2012-2856,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2856.jpg,Grauer Ostsee-Kalk mit Kalkspat-Druse,"H: 5,10 cm, B: 10,60 cm, T: 8,00 cm","5,1","10,6",8,cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund südlich der Ålandinseln,"59.664326, 20.577140",,,Kiesgrube in Brandenburg,,,2945356,"Der Graue Ostsee-Kalk ist ein Geschiebe aus dem Nordbaltikum, vermutlich vom Ostseegrund südlich der Ålandinseln. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, hefefarbenen Kalk, der hart, splittrig und ungeschichtet ist. Der Kalk ist fossilarm, zeigt aber manchmal eine charakteristische Brachiopoden- und Trilobitenfauna. Häufig enthält er, wie im vorliegenden Stück, mit glasklarem Kalkspat gefüllte Drusen.","6,9"
SM 2012-2857,429873,https://sammlung-online.stadtmuseum.de/index.html?objektid=429873,SM-2012-2857,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2857.jpg,Grauer Ostsee-Kalk mit Eiskritzen,"H: 3,50 cm, B: 12,00 cm, T: 9,20 cm","3,5",12,"9,2",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund südlich der Ålandinseln,"59.664326, 20.577140",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Graue Ostsee-Kalk ist ein Geschiebe aus dem Nordbaltikum, vermutlich vom Ostseegrund südlich der Ålandinseln. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, hefefarbenen Kalk, der hart, splittrig und ungeschichtet ist. Häufig enthält er mit glasklarem Kalkspat gefüllte Drusen. Der Kalk ist fossilarm, zeigt aber manchmal eine charakteristische Brachiopoden- und Trilobitenfauna. Das vorliegende Stück zeigt zahlreiche schlauchförmige Strukturen unbekannter Herkunft sowie Eiskritzungen vom Gletschertransport.","6,9"
SM 2012-2858,429875,https://sammlung-online.stadtmuseum.de/index.html?objektid=429875,SM-2012-2858,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2858.jpg,Grauer Ostsee-Kalk mit Eiskritzen,"H: 6,80 cm, B: 8,10 cm, T: 9,10 cm","6,8","8,1","9,1",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund südlich der Ålandinseln,"59.664326, 20.577140",,,Süd-Rügen,"54.259748, 13.389468",,,"Der Graue Ostsee-Kalk ist ein Geschiebe aus dem Nordbaltikum, vermutlich vom Ostseegrund südlich der Ålandinseln. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, hefefarbenen, fossilarmen Kalk, der ungeschichtet ist und splittrig bricht. Neben dem grauen Ostseekalk tritt auch eine ""rotgefleckte"" Variante auf, die weiter südlich, im Raum zwischen Gotland und Estland, anstehen muss. Das vorliegende Stück zeigt eine Übergangsform zwischen beiden Varianten. Die roten Flecken treten hier vor allem an der Oberfläche auf.",9
SM 2012-2859,429876,https://sammlung-online.stadtmuseum.de/index.html?objektid=429876,SM-2012-2859,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2859.jpg,Rotgefleckter Ostsee-Kalk,"H: 3,00 cm, B: 13,60 cm, T: 9,00 cm",3,"13,6",9,cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund zwischen Gotland und Estland,"57.981224, 20.599113",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Rotgefleckte Ostsee-Kalk ist ein Geschiebe aus dem Ostseeraum zwischen Gotland und Estland. Sein Ablagerungsgebiet liegt damit weiter südlich als das der grauen Variante. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen ungeschichteten, fossilarmen Kalk, der splittrig bricht. Im Gegensatz zum grauen Ostsee-Kalk sind hier auf Grund von Oxidation die organischen Fossilreste nicht mit Säure herauslösbar (z.B. Graptolithen, Acritarchen, Chitinozoen).",9
SM 2012-2860,429877,https://sammlung-online.stadtmuseum.de/index.html?objektid=429877,SM-2012-2860,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2860.jpg,Rotgefleckter Ostsee-Kalk,"H: 5,00 cm, B: 8,30 cm, T: 6,30 cm",5,"8,3","6,3",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund zwischen Gotland und Estland,"57.981224, 20.599113",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Rotgefleckte Ostsee-Kalk ist ein Geschiebe aus dem Ostseeraum zwischen Gotland und Estland. Sein Ablagerungsgebiet liegt damit weiter südlich als das der grauen Variante. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, ungeschichteten, fossilarmen Kalk, der splittrig bricht. Im Gegensatz zum grauen Ostsee-Kalk sind hier auf Grund von Oxidation die organischen Fossilreste nicht mit Säure herauslösbar (z.B. Graptolithen, Acritarchen, Chitinozoen).",9
SM 2012-2861,429878,https://sammlung-online.stadtmuseum.de/index.html?objektid=429878,SM-2012-2861,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2861.jpg,Rotgefleckter Ostsee-Kalk,"H: 7,40 cm, B: 12,40 cm, T: 8,70 cm","7,4","12,4","8,7",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund zwischen Gotland und Estland,"57.981224, 20.599113",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Rotgefleckte Ostsee-Kalk ist ein Geschiebe aus dem Ostseeraum zwischen Gotland und Estland. Sein Ablagerungsgebiet liegt damit weiter südlich als das der grauen Variante. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, ungeschichteten, fossilarmen Kalk, der splittrig bricht. Im Gegensatz zum grauen Ostsee-Kalk sind hier auf Grund von Oxidation die organischen Fossilreste nicht mit Säure herauslösbar (z.B. Graptolithen, Acritarchen, Chitinozoen).",9
SM 2012-2862,429879,https://sammlung-online.stadtmuseum.de/index.html?objektid=429879,SM-2012-2862,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2862.jpg,Rotgefleckter Ostsee-Kalk mit Eispolitur,"H: 5,80 cm, B: 11,30 cm, T: 8,10 cm","5,8","11,3","8,1",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund zwischen Gotland und Estland,"57.981224, 20.599113",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Rotgefleckte Ostsee-Kalk ist ein Geschiebe aus dem Ostseeraum zwischen Gotland und Estland. Sein Ablagerungsgebiet liegt damit weiter südlich als das der grauen Variante. Sein Alter beträgt 445 Millionen Jahre (oberes Ordoviz, Caradoc). Es handelt sich um einen dichten, ungeschichteten, fossilarmen Kalk, der splittrig bricht. Im Gegensatz zum grauen Ostsee-Kalk sind hier auf Grund von Oxidation die organischen Fossilreste nicht mit Säure herauslösbar (z.B. Graptolithen, Acritarchen, Chitinozoen). Das vorliegende Stück wurde durch den Gletschertransport poliert und zeigt an der Oberfläche Eiskritzen.",9
SM 2012-2863 1-2,429880,https://sammlung-online.stadtmuseum.de/index.html?objektid=429880,SM-2012-2863-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2863-1-2.jpg,Rotgefleckter Ostsee-Kalk,"H: 4,40 cm, B: 3,30 cm, T: 4,80 cm","4,4","3,3","4,8",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund zwischen Gotland und Estland,"57.981224, 20.599113",,,"Berlin-Lichtenrade, Geibelstraße","52.401044, 13.395095",,,"Der Rotgefleckte Ostsee-Kalk ist ein Geschiebe aus dem Ostseeraum zwischen Gotland und Estland. Sein Ablagerungsgebiet liegt damit weiter südlich als das der grauen Variante. Sein Alter beträgt 445 Millionen Jahre (oberes Ordoviz, Caradoc). Es handelt sich um einen dichten, ungeschichteten, fossilarmen Kalk, der splittrig bricht. Im Gegensatz zum grauen Ostsee-Kalk sind hier auf Grund von Oxidation die organischen Fossilreste nicht mit Säure herauslösbar (z.B. Graptolithen, Acritarchen, Chitinozoen).",9
SM 2012-2864,429898,https://sammlung-online.stadtmuseum.de/index.html?objektid=429898,SM-2012-2864,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2864.jpg,Grauer Ostsee-Kalk mit Chitinozoen,"H: 5,80 cm, B: 10,80 cm, T: 7,10 cm","5,8","10,8","7,1",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund südlich der Ålandinseln,"59.664326, 20.577140",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Graue Ostsee-Kalk ist ein Geschiebe aus dem Nordbaltikum, vermutlich vom Ostseegrund südlich der Ålandinseln. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Caradoc). Es handelt sich um einen dichten, hefefarbenen Kalk, der ungeschichtet ist und splittrig bricht. Der Kalk ist fossilarm, zeigt aber manchmal eine charakteristische Brachiopoden- und Trilobitenfauna. Das vorliegende Stück enthält Chitinozoen. Dies sind ausgestorbene Mikrofossilien unsicherer biologischer Zuordnung, die vom Ordovizium bis zum Devon auftreten. Eventuell handelt es sich um Eihüllen.",9
SM 2012-2865,429899,https://sammlung-online.stadtmuseum.de/index.html?objektid=429899,SM-2012-2865,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2865.jpg,Palaeoporellen-Kalk,"H: 4,60 cm, B: 17,20 cm, T: 8,90 cm","4,6","17,2","8,9",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund bei Öland,,Q239276,2687204,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Palaeoporellen-Kalk ist ein Geschiebe aus Skandinavien. Anstehend ist das Gestein unbekannt; das Herkunftsgebiet liegt vermutlich am Ostseegrund, östlich und nördlich der Insel Öland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium; Ashgill). Es ist ein weißer, oft rötlich oder grünlich gefärbter, dichter Algenkalk, der von 2 - 3 mm starken Röhren aus klarem Kalkspat durchzogen wird. Die fossil erhaltene Kalkalge Palaeoporella ist namengebend für dieses Gestein.",9
SM 2012-2866,429900,https://sammlung-online.stadtmuseum.de/index.html?objektid=429900,SM-2012-2866,StadtmuseumBerlin_GeologischeSammlung_SM-2012-2866.jpg,Roter Palaeoporellen-Kalk,"H: 3,90 cm, B: 12,50 cm, T: 8,50 cm","3,9","12,5","8,5",cm,Kalkstein,Q23757,445,Ordovizium,Q62100,Ostseegrund bei Öland,,Q239276,2687204,Neubrandenburg,,Q3958,2866135,"Der Rote Palaeoporellen-Kalk ist ein sehr seltenes Geschiebe aus dem Ostseeraum östlich und nördlich der Insel Öland. Sein Alter beträgt 445 Millionen Jahre (oberes Ordovizium, Ashgill). Es handelt sich um einen rötlichen Algen-Kalk, der gezackte Drucklösungs-Suturen (Stylolithen) mit grünlichen Tonbelägen aufweist. Der Kalk ist von der namengebenden Kalkalge Palaeoporella aufgebaut, die in der roten Variante schlecht erhalten sind.",9
